,system,latency,subset,ref,doc,level,metric,value,align
323,UPV,medium,nonn,intp,07_bucherinsel-west,document,bertscore.f1,0.747998,mwer
324,CUNI-KIT,high,nonn,intp,33_logistic-servis,document,comet-da,-0.8473,mwer
325,FBK,medium,nonn,ref+mw-intp,romanian,document,bertscore.f1,0.793446,sent+mw
326,FBK,medium,nonn,ref,polish,document,bertscore.f1,0.822679,sent
327,CUNI-KIT,high,nonn,intp,03_botel-proti-proudu,document,comet-da,-0.6882,mwer
328,UPV,high,nonn,ref,08_jizeran,document,comet-da,0.1513,sent
329,FBK,high,nat,ref,ted_52268,document,bertscore.f1,0.883893,sent
330,CUNI-KIT,high,nonn,intp,03_botel-proti-proudu,document,bertscore.f1,0.745003,mwer
331,UPV,high,nonn,intp,11_trefa,document,comet-da,-0.1353,mwer
332,NAIST,high,nonn,intp,35_f-e-time-travel-agency,document,comet-da,-0.9608,mwer
333,FBK,high,nonn,ref+mw-intp,37_caspowalk,document,bertscore.f1,0.763563,sent+mw
334,UPV,medium,nat,intp,ted_45614,document,bertscore.f1,0.745903,mwer
335,CUNI-KIT,medium,nonn,intp,19_be-beauty,document,bertscore.f1,0.790888,mwer
336,HW-TSC,medium,nat,intp,ted_51101,document,bertscore.f1,0.716518,mwer
337,FBK,medium,nat,ref+mw-intp,ted_62628,document,bertscore.f1,0.807994,sent+mw
338,NAIST,low,nat,ref+mw-intp,ted_57418,document,bertscore.f1,0.805037,sent+mw
339,HW-TSC,low,nonn,intp,spanish,document,comet-da,-1.3261,mwer
340,NAIST,high,nonn,ref,18_tf-magic-world,document,comet-da,-0.8362,sent
341,FBK,high,nonn,ref,18_tf-magic-world,document,bertscore.f1,0.780725,sent
342,FBK,high,nonn,ref,09_il-gabbiano,document,comet-da,-0.6233,sent
343,CUNI-KIT,medium,nonn,ref,21_hat-cap,document,comet-da,-0.1231,sent
344,FBK,low,nonn,intp,06_masaze-petr-klic,document,comet-da,-1.0539,mwer
345,NAIST,medium,nonn,intp,19_be-beauty,document,comet-da,-1.4483,mwer
346,NAIST,high,nat,intp,ted_63920,document,bertscore.f1,0.68323,mwer
347,NAIST,medium,nonn,ref,37_caspowalk,document,bertscore.f1,0.723862,sent
348,UPV,low,nonn,intp,38_seta,document,bertscore.f1,0.722989,mwer
349,UPV,high,nonn,intp,20_mela-e-piu,document,comet-da,-1.1183,mwer
350,FBK,medium,nonn,intp,28_samanka,document,bertscore.f1,0.698727,mwer
351,CUNI-KIT,low,nonn,ref,03_botel-proti-proudu,document,comet-da,-0.4415,sent
352,FBK,high,nonn,intp,austrian,document,bertscore.f1,0.74391,mwer
353,UPV,high,nonn,ref,spanish,document,bertscore.f1,0.789459,sent
354,FBK,low,nonn,intp,dutch,document,bertscore.f1,0.643384,mwer
355,HW-TSC,low,nat,ref+mw-intp,ted_63920,document,bertscore.f1,0.747402,sent+mw
356,UPV,medium,nat,ref,ted_45614,document,comet-da,0.1579,sent
357,CUNI-KIT,low,nonn,ref,08_jizeran,document,comet-da,-0.1429,sent
358,HW-TSC,high,nonn,intp,18_tf-magic-world,document,comet-da,-1.3826,mwer
359,NAIST,medium,nonn,ref+mw-intp,04_g-t,document,bertscore.f1,0.730289,sent+mw
360,HW-TSC,medium,nat,ref+mw-intp,ted_57418,document,bertscore.f1,0.783374,sent+mw
361,FBK,low,nonn,ref,04_g-t,document,comet-da,-0.5121,sent
362,CUNI-KIT,low,nonn,ref,32_ck-remoa,document,comet-da,-0.2666,sent
363,NAIST,high,nonn,intp,11_trefa,document,bertscore.f1,0.72294,mwer
364,FBK,low,nonn,intp,austrian,document,comet-da,-1.0609,mwer
365,NAIST,medium,nat,intp,ted_52268,document,comet-da,-0.7962,mwer
366,UPV,low,nat,ref,ted_56901,document,comet-da,-0.2716,sent
367,CUNI-KIT,medium,nonn,intp,spanish,document,comet-da,-0.7969,mwer
368,FBK,low,nonn,ref+mw-intp,08_jizeran,document,bertscore.f1,0.765121,sent+mw
369,CUNI-KIT,high,nonn,intp,26_tabacco-shop,document,comet-da,-0.2048,mwer
370,FBK,high,nonn,ref,21_hat-cap,document,comet-da,-0.7154,sent
371,HW-TSC,high,nat,ref,ted_52268,document,bertscore.f1,0.809466,sent
372,NAIST,low,nonn,ref,26_tabacco-shop,document,comet-da,-0.8641,sent
373,HW-TSC,medium,nonn,ref+mw-intp,34_kol_action_accessoires,document,bertscore.f1,0.708152,sent+mw
374,NAIST,medium,nonn,ref,30_appolonas,document,comet-da,-0.9788,sent
375,CUNI-KIT,low,nonn,ref+mw-intp,04_g-t,document,bertscore.f1,0.831008,sent+mw
376,FBK,low,nat,ref,ted_45973,document,bertscore.f1,0.757001,sent
377,UPV,high,nonn,ref,36_step-house,document,bertscore.f1,0.898163,sent
378,NAIST,high,nonn,intp,31_devil-chocolate,document,bertscore.f1,0.697069,mwer
379,HW-TSC,low,nonn,intp,10_magic-travel,document,bertscore.f1,0.61056,mwer
380,FBK,low,nat,ref+mw-intp,ted_55061,document,bertscore.f1,0.781264,sent+mw
381,CUNI-KIT,low,nonn,ref+mw-intp,05_i-dodge,document,bertscore.f1,0.774507,sent+mw
382,FBK,low,nonn,ref+mw-intp,39_total-regal,document,bertscore.f1,0.754048,sent+mw
383,CUNI-KIT,medium,nat,ref,ted_45614,document,comet-da,0.3284,sent
384,UPV,low,nonn,intp,19_be-beauty,document,comet-da,-1.0525,mwer
385,CUNI-KIT,low,nonn,ref,14_llibres-i-revistes-edb,document,bertscore.f1,0.770479,sent
386,UPV,low,nonn,ref,13_don-bosco-barcelona,document,comet-da,-0.6063,sent
387,UPV,low,nonn,ref,37_caspowalk,document,bertscore.f1,0.749331,sent
388,CUNI-KIT,high,nonn,ref,spanish,document,bertscore.f1,0.806458,sent
389,NAIST,medium,nat,intp,ted_62628,document,bertscore.f1,0.725135,mwer
390,UPV,low,nonn,intp,33_logistic-servis,document,comet-da,-0.9866,mwer
391,CUNI-KIT,low,nonn,ref+mw-intp,29_salon-n-g,document,bertscore.f1,0.832555,sent+mw
392,FBK,medium,nonn,intp,04_g-t,document,comet-da,-0.4381,mwer
393,HW-TSC,low,nonn,ref,22_new-design-world,document,comet-da,-1.2,sent
394,UPV,high,nonn,intp,23_pillowdream,document,bertscore.f1,0.696464,mwer
395,HW-TSC,medium,nonn,intp,23_pillowdream,document,comet-da,-1.1817,mwer
396,UPV,low,nonn,intp,33_logistic-servis,document,bertscore.f1,0.679372,mwer
397,FBK,high,nat,intp,ted_62628,document,comet-da,-0.2064,mwer
398,FBK,medium,nonn,ref,07_bucherinsel-west,document,comet-da,-0.6256,sent
399,FBK,high,nat,ref,ted_51101,document,comet-da,0.3956,sent
400,HW-TSC,high,nonn,ref+mw-intp,06_masaze-petr-klic,document,bertscore.f1,0.705786,sent+mw
401,NAIST,medium,nat,intp,ted_46528,document,bertscore.f1,0.707957,mwer
402,HW-TSC,high,nonn,intp,21_hat-cap,document,bertscore.f1,0.520296,mwer
403,NAIST,high,nat,intp,ted_57418,document,comet-da,-0.8047,mwer
404,HW-TSC,high,nonn,ref,03_botel-proti-proudu,document,bertscore.f1,0.655793,sent
405,CUNI-KIT,medium,nonn,ref,23_pillowdream,document,bertscore.f1,0.779072,sent
406,FBK,medium,nat,ref,ted_57418,document,bertscore.f1,0.842366,sent
407,UPV,low,nonn,ref+mw-intp,25_folkstyle,document,bertscore.f1,0.800006,sent+mw
408,FBK,medium,nonn,ref+mw-intp,belgian,document,bertscore.f1,0.798918,sent+mw
409,UPV,low,nat,intp,ted_45973,document,bertscore.f1,0.749776,mwer
410,FBK,high,nat,intp,ted_50853,document,bertscore.f1,0.744976,mwer
411,CUNI-KIT,low,nonn,ref,30_appolonas,document,bertscore.f1,0.860357,sent
412,UPV,medium,nonn,intp,17_tf-smart-team,document,bertscore.f1,0.710915,mwer
413,FBK,medium,nonn,ref+mw-intp,13_don-bosco-barcelona,document,bertscore.f1,0.748078,sent+mw
414,NAIST,high,nonn,ref+mw-intp,20_mela-e-piu,document,bertscore.f1,0.632879,sent+mw
415,FBK,medium,nonn,ref+mw-intp,07_bucherinsel-west,document,bertscore.f1,0.772764,sent+mw
416,UPV,low,nonn,ref,25_folkstyle,document,comet-da,-0.0663,sent
417,HW-TSC,low,nonn,ref,12_fictionalcine,document,comet-da,-1.0872,sent
418,NAIST,low,nonn,ref,04_g-t,document,comet-da,-1.262,sent
419,FBK,medium,nat,ref+mw-intp,ted_56901,document,bertscore.f1,0.79684,sent+mw
420,HW-TSC,high,nonn,intp,04_g-t,document,comet-da,-0.8662,mwer
421,UPV,low,nonn,ref,36_step-house,document,comet-da,-0.049,sent
422,NAIST,medium,nat,ref,ted_62628,document,bertscore.f1,0.768134,sent
423,UPV,medium,nonn,ref,spanish,document,bertscore.f1,0.778403,sent
424,FBK,low,nonn,ref,12_fictionalcine,document,bertscore.f1,0.653518,sent
425,UPV,low,nonn,ref,07_bucherinsel-west,document,bertscore.f1,0.754091,sent
426,FBK,low,nat,ref,ted_46528,document,bertscore.f1,0.766106,sent
427,FBK,medium,nat,ref,ted_55061,document,comet-da,-0.1037,sent
428,UPV,low,nonn,intp,12_fictionalcine,document,bertscore.f1,0.589749,mwer
429,HW-TSC,high,nonn,intp,38_seta,document,comet-da,-0.7845,mwer
430,FBK,medium,nonn,intp,38_seta,document,comet-da,-0.933,mwer
431,CUNI-KIT,low,nat,ref+mw-intp,ted_56901,document,bertscore.f1,0.801729,sent+mw
432,HW-TSC,low,nonn,ref+mw-intp,39_total-regal,document,bertscore.f1,0.716143,sent+mw
433,HW-TSC,medium,nonn,intp,28_samanka,document,bertscore.f1,0.602562,mwer
434,UPV,low,nonn,ref+mw-intp,05_i-dodge,document,bertscore.f1,0.727228,sent+mw
435,CUNI-KIT,high,nonn,intp,austrian,document,comet-da,-0.3755,mwer
436,UPV,medium,nonn,ref+mw-intp,15_brnkni,document,bertscore.f1,0.76532,sent+mw
437,NAIST,high,nonn,intp,26_tabacco-shop,document,bertscore.f1,0.611586,mwer
438,NAIST,low,nat,intp,ted_39331,document,bertscore.f1,0.739195,mwer
439,FBK,high,nonn,ref,29_salon-n-g,document,comet-da,-0.7236,sent
440,UPV,high,nat,intp,ted_51101,document,comet-da,-0.3561,mwer
441,HW-TSC,low,nonn,ref,36_step-house,document,comet-da,-1.3683,sent
442,UPV,medium,nonn,ref,10_magic-travel,document,comet-da,-0.4409,sent
443,CUNI-KIT,low,nonn,intp,33_logistic-servis,document,comet-da,-0.9493,mwer
444,NAIST,low,nonn,ref+mw-intp,22_new-design-world,document,bertscore.f1,0.698195,sent+mw
445,NAIST,medium,nonn,ref+mw-intp,26_tabacco-shop,document,bertscore.f1,0.745977,sent+mw
446,HW-TSC,high,nat,intp,ted_60872,document,bertscore.f1,0.730692,mwer
447,CUNI-KIT,low,nonn,ref,13_don-bosco-barcelona,document,comet-da,-0.4463,sent
448,HW-TSC,low,nonn,intp,10_magic-travel,document,comet-da,-1.2594,mwer
449,NAIST,high,nonn,intp,07_bucherinsel-west,document,comet-da,-0.9962,mwer
450,CUNI-KIT,low,nonn,ref,35_f-e-time-travel-agency,document,bertscore.f1,0.796709,sent
451,FBK,low,nonn,ref,20_mela-e-piu,document,comet-da,-1.5212,sent
452,CUNI-KIT,medium,nat,intp,ted_63920,document,bertscore.f1,0.722747,mwer
453,FBK,low,nat,ref+mw-intp,ted_63920,document,bertscore.f1,0.746484,sent+mw
454,FBK,high,nonn,ref,17_tf-smart-team,document,comet-da,-0.0769,sent
455,UPV,medium,nat,ref,ted_49440,document,comet-da,0.3639,sent
456,CUNI-KIT,high,nonn,intp,16_develop-most,document,bertscore.f1,0.76441,mwer
457,FBK,medium,nonn,ref,12_fictionalcine,document,bertscore.f1,0.650858,sent
458,CUNI-KIT,medium,nonn,ref,18_tf-magic-world,document,comet-da,0.2844,sent
459,CUNI-KIT,low,nonn,intp,38_seta,document,bertscore.f1,0.737044,mwer
460,UPV,high,nonn,intp,29_salon-n-g,document,comet-da,-0.6965,mwer
461,HW-TSC,high,nonn,ref,33_logistic-servis,document,bertscore.f1,0.664752,sent
462,NAIST,high,nonn,intp,12_fictionalcine,document,comet-da,-1.0862,mwer
463,NAIST,low,nonn,ref+mw-intp,10_magic-travel,document,bertscore.f1,0.726236,sent+mw
464,HW-TSC,medium,nonn,ref+mw-intp,33_logistic-servis,document,bertscore.f1,0.668555,sent+mw
465,CUNI-KIT,medium,nonn,intp,31_devil-chocolate,document,bertscore.f1,0.833608,mwer
466,FBK,high,nonn,ref,03_botel-proti-proudu,document,bertscore.f1,0.746748,sent
467,NAIST,medium,nat,intp,ted_56901,document,bertscore.f1,0.703831,mwer
468,HW-TSC,low,nonn,intp,39_total-regal,document,comet-da,-1.1513,mwer
469,FBK,high,nat,ref,ted_39331,document,comet-da,0.4755,sent
470,HW-TSC,high,nonn,intp,austrian,document,bertscore.f1,0.714841,mwer
471,CUNI-KIT,high,nonn,ref,23_pillowdream,document,comet-da,-0.1334,sent
472,NAIST,medium,nat,intp,ted_52268,document,bertscore.f1,0.706194,mwer
473,HW-TSC,high,nonn,ref,13_don-bosco-barcelona,document,bertscore.f1,0.692861,sent
474,FBK,high,nonn,intp,37_caspowalk,document,bertscore.f1,0.720709,mwer
475,FBK,high,nonn,intp,spanish,document,bertscore.f1,0.727688,mwer
476,UPV,medium,nonn,ref+mw-intp,13_don-bosco-barcelona,document,bertscore.f1,0.767076,sent+mw
477,NAIST,low,nat,ref,ted_62628,document,bertscore.f1,0.755952,sent
478,FBK,medium,nonn,ref,06_masaze-petr-klic,document,comet-da,-0.4613,sent
479,NAIST,high,nat,ref+mw-intp,ted_60872,document,bertscore.f1,0.78419,sent+mw
480,CUNI-KIT,low,nonn,intp,16_develop-most,document,comet-da,-0.2192,mwer
481,NAIST,low,nonn,ref+mw-intp,34_kol_action_accessoires,document,bertscore.f1,0.733705,sent+mw
482,UPV,high,nonn,intp,11_trefa,document,bertscore.f1,0.775187,mwer
483,HW-TSC,low,nonn,ref,austrian,document,bertscore.f1,0.756638,sent
484,CUNI-KIT,medium,nonn,intp,21_hat-cap,document,comet-da,-0.5243,mwer
485,CUNI-KIT,medium,nat,ref,ted_51101,document,bertscore.f1,0.855591,sent
486,CUNI-KIT,low,nonn,ref,32_ck-remoa,document,bertscore.f1,0.807014,sent
487,FBK,high,nat,ref,ted_50853,document,comet-da,0.3832,sent
488,CUNI-KIT,low,nat,ref,ted_52268,document,bertscore.f1,0.857902,sent
489,CUNI-KIT,low,nonn,ref+mw-intp,36_step-house,document,bertscore.f1,0.842965,sent+mw
490,HW-TSC,low,nat,ref+mw-intp,ted_51101,document,bertscore.f1,0.77637,sent+mw
491,FBK,medium,nonn,ref,31_devil-chocolate,document,bertscore.f1,0.827688,sent
492,HW-TSC,high,nat,ref+mw-intp,ted_49440,document,bertscore.f1,0.798221,sent+mw
493,UPV,low,nonn,intp,05_i-dodge,document,comet-da,-1.1581,mwer
494,CUNI-KIT,medium,nonn,ref+mw-intp,37_caspowalk,document,bertscore.f1,0.780896,sent+mw
495,UPV,medium,nat,ref+mw-intp,ted_45973,document,bertscore.f1,0.822739,sent+mw
496,FBK,high,nonn,ref+mw-intp,12_fictionalcine,document,bertscore.f1,0.653794,sent+mw
497,HW-TSC,medium,nonn,ref+mw-intp,12_fictionalcine,document,bertscore.f1,0.687866,sent+mw
498,HW-TSC,medium,nonn,ref,33_logistic-servis,document,bertscore.f1,0.664005,sent
499,UPV,medium,nonn,ref,polish,document,comet-da,-0.1109,sent
500,NAIST,medium,nat,ref+mw-intp,ted_37498,document,bertscore.f1,0.767724,sent+mw
501,CUNI-KIT,low,nonn,intp,04_g-t,document,bertscore.f1,0.745399,mwer
502,UPV,medium,nonn,intp,30_appolonas,document,comet-da,-0.2925,mwer
503,HW-TSC,low,nonn,ref,21_hat-cap,document,comet-da,-1.4366,sent
504,CUNI-KIT,high,nonn,ref+mw-intp,05_i-dodge,document,bertscore.f1,0.780141,sent+mw
505,FBK,low,nat,ref,ted_50853,document,bertscore.f1,0.754524,sent
506,HW-TSC,medium,nat,ref,ted_45614,document,bertscore.f1,0.762823,sent
507,UPV,low,nonn,intp,26_tabacco-shop,document,comet-da,-0.299,mwer
508,UPV,high,nat,ref+mw-intp,ted_50853,document,bertscore.f1,0.840904,sent+mw
509,UPV,high,nonn,ref+mw-intp,12_fictionalcine,document,bertscore.f1,0.831887,sent+mw
510,HW-TSC,low,nonn,intp,12_fictionalcine,document,comet-da,-1.2706,mwer
511,FBK,low,nonn,ref,austrian,document,comet-da,-0.7088,sent
512,FBK,high,nonn,ref,04_g-t,document,comet-da,0.0023,sent
513,CUNI-KIT,high,nat,ref,ted_51101,document,bertscore.f1,0.856779,sent
514,FBK,high,nonn,ref+mw-intp,38_seta,document,bertscore.f1,0.741956,sent+mw
515,FBK,medium,nat,intp,ted_49440,document,bertscore.f1,0.722509,mwer
516,CUNI-KIT,high,nonn,intp,24_mole-g-p-technologies,document,comet-da,-0.4518,mwer
517,HW-TSC,medium,nonn,ref+mw-intp,07_bucherinsel-west,document,bertscore.f1,0.706917,sent+mw
518,FBK,medium,nonn,ref,25_folkstyle,document,bertscore.f1,0.811311,sent
519,NAIST,high,nonn,ref,13_don-bosco-barcelona,document,comet-da,-0.9536,sent
520,CUNI-KIT,high,nonn,intp,39_total-regal,document,comet-da,-0.3616,mwer
521,HW-TSC,high,nonn,intp,11_trefa,document,comet-da,-1.1422,mwer
522,NAIST,high,nonn,intp,33_logistic-servis,document,comet-da,-1.3692,mwer
523,CUNI-KIT,low,nat,ref+mw-intp,ted_62628,document,bertscore.f1,0.804936,sent+mw
524,NAIST,high,nonn,ref,austrian,document,bertscore.f1,0.750828,sent
525,UPV,high,nonn,ref+mw-intp,32_ck-remoa,document,bertscore.f1,0.851206,sent+mw
526,FBK,medium,nonn,intp,22_new-design-world,document,bertscore.f1,0.735302,mwer
527,NAIST,high,nat,ref,ted_39331,document,bertscore.f1,0.801939,sent
528,UPV,medium,nonn,ref+mw-intp,24_mole-g-p-technologies,document,bertscore.f1,0.792057,sent+mw
529,HW-TSC,medium,nonn,ref,14_llibres-i-revistes-edb,document,comet-da,-1.4513,sent
530,FBK,medium,nat,intp,ted_39331,document,comet-da,-0.2204,mwer
531,NAIST,high,nat,ref,ted_57418,document,comet-da,-0.4548,sent
532,HW-TSC,medium,nonn,ref,11_trefa,document,bertscore.f1,0.72957,sent
533,HW-TSC,high,nonn,intp,05_i-dodge,document,comet-da,-1.3664,mwer
534,FBK,medium,nonn,ref,03_botel-proti-proudu,document,comet-da,-0.6633,sent
535,HW-TSC,medium,nonn,intp,38_seta,document,comet-da,-0.7691,mwer
536,FBK,medium,nat,ref+mw-intp,ted_46528,document,bertscore.f1,0.827252,sent+mw
537,NAIST,high,nonn,intp,14_llibres-i-revistes-edb,document,comet-da,-1.1895,mwer
538,HW-TSC,low,nat,ref+mw-intp,ted_55061,document,bertscore.f1,0.761276,sent+mw
539,FBK,high,nonn,ref+mw-intp,39_total-regal,document,bertscore.f1,0.788379,sent+mw
540,FBK,medium,nonn,ref,25_folkstyle,document,comet-da,-0.2861,sent
541,NAIST,low,nat,ref,ted_56901,document,comet-da,-0.8361,sent
542,NAIST,low,nat,intp,ted_52268,document,comet-da,-0.8201,mwer
543,HW-TSC,medium,nat,intp,ted_45614,document,bertscore.f1,0.70311,mwer
544,NAIST,medium,nonn,intp,19_be-beauty,document,bertscore.f1,0.690647,mwer
545,CUNI-KIT,medium,nat,ref+mw-intp,ted_52268,document,bertscore.f1,0.880663,sent+mw
546,UPV,medium,nat,intp,ted_51101,document,bertscore.f1,0.756866,mwer
547,FBK,medium,nonn,ref,14_llibres-i-revistes-edb,document,comet-da,-0.7123,sent
548,CUNI-KIT,high,nonn,intp,19_be-beauty,document,comet-da,-0.3545,mwer
549,UPV,high,nonn,intp,31_devil-chocolate,document,comet-da,0.1174,mwer
550,UPV,medium,nonn,ref+mw-intp,08_jizeran,document,bertscore.f1,0.814483,sent+mw
551,CUNI-KIT,high,nonn,ref,37_caspowalk,document,bertscore.f1,0.774223,sent
552,CUNI-KIT,low,nonn,intp,34_kol_action_accessoires,document,bertscore.f1,0.743229,mwer
553,HW-TSC,low,nonn,intp,03_botel-proti-proudu,document,comet-da,-1.1324,mwer
554,FBK,low,nonn,ref,25_folkstyle,document,bertscore.f1,0.730095,sent
555,CUNI-KIT,low,nat,ref+mw-intp,ted_45614,document,bertscore.f1,0.818507,sent+mw
556,UPV,low,nonn,ref,23_pillowdream,document,bertscore.f1,0.712264,sent
557,FBK,medium,nonn,intp,23_pillowdream,document,comet-da,-1.2381,mwer
558,CUNI-KIT,low,nat,intp,ted_62628,document,comet-da,-0.2681,mwer
559,NAIST,medium,nonn,intp,09_il-gabbiano,document,bertscore.f1,0.679964,mwer
560,NAIST,low,nat,intp,ted_45973,document,bertscore.f1,0.727515,mwer
561,NAIST,medium,nonn,intp,romanian,document,comet-da,-1.0191,mwer
562,CUNI-KIT,medium,nat,ref,ted_49440,document,comet-da,0.4653,sent
563,NAIST,medium,nonn,intp,20_mela-e-piu,document,bertscore.f1,0.619777,mwer
564,FBK,medium,nat,ref+mw-intp,ted_54706,document,bertscore.f1,0.791711,sent+mw
565,FBK,low,nonn,ref+mw-intp,romanian,document,bertscore.f1,0.7337,sent+mw
566,CUNI-KIT,low,nonn,ref,05_i-dodge,document,bertscore.f1,0.771328,sent
567,NAIST,low,nonn,intp,austrian,document,bertscore.f1,0.695486,mwer
568,NAIST,low,nonn,intp,belgian,document,comet-da,-1.2678,mwer
569,CUNI-KIT,high,nat,intp,ted_46528,document,bertscore.f1,0.737487,mwer
570,CUNI-KIT,low,nonn,ref,19_be-beauty,document,bertscore.f1,0.737612,sent
571,CUNI-KIT,low,nonn,intp,37_caspowalk,document,comet-da,-0.7947,mwer
572,FBK,high,nat,ref,ted_49440,document,comet-da,0.3804,sent
573,FBK,low,nat,ref,ted_52268,document,bertscore.f1,0.808927,sent
574,FBK,medium,nat,intp,ted_54706,document,bertscore.f1,0.699944,mwer
575,FBK,medium,nonn,ref,33_logistic-servis,document,bertscore.f1,0.725558,sent
576,NAIST,high,nonn,ref,38_seta,document,comet-da,-0.6166,sent
577,CUNI-KIT,high,nonn,ref,polish,document,comet-da,0.1214,sent
578,UPV,low,nonn,intp,30_appolonas,document,bertscore.f1,0.696876,mwer
579,HW-TSC,high,nonn,ref,07_bucherinsel-west,document,bertscore.f1,0.688474,sent
580,CUNI-KIT,high,nat,ref+mw-intp,ted_37498,document,bertscore.f1,0.831229,sent+mw
581,HW-TSC,high,nat,ref,ted_45973,document,bertscore.f1,0.760691,sent
582,HW-TSC,low,nonn,intp,15_brnkni,document,bertscore.f1,0.519054,mwer
583,HW-TSC,medium,nonn,ref,09_il-gabbiano,document,bertscore.f1,0.608867,sent
584,HW-TSC,low,nonn,intp,04_g-t,document,comet-da,-0.9746,mwer
585,FBK,high,nonn,intp,16_develop-most,document,bertscore.f1,0.753659,mwer
586,HW-TSC,medium,nonn,ref,31_devil-chocolate,document,bertscore.f1,0.783096,sent
587,UPV,medium,nonn,ref,36_step-house,document,bertscore.f1,0.885977,sent
588,HW-TSC,high,nat,intp,ted_57418,document,bertscore.f1,0.711965,mwer
589,FBK,medium,nonn,ref,20_mela-e-piu,document,bertscore.f1,0.663042,sent
590,CUNI-KIT,medium,nonn,ref+mw-intp,13_don-bosco-barcelona,document,bertscore.f1,0.783947,sent+mw
591,HW-TSC,medium,nat,intp,ted_63920,document,comet-da,-1.0055,mwer
592,NAIST,low,nonn,intp,17_tf-smart-team,document,comet-da,-1.3632,mwer
593,FBK,high,nonn,ref,18_tf-magic-world,document,comet-da,-0.2354,sent
594,HW-TSC,high,nonn,ref+mw-intp,belgian,document,bertscore.f1,0.752646,sent+mw
595,HW-TSC,medium,nonn,ref+mw-intp,38_seta,document,bertscore.f1,0.691118,sent+mw
596,FBK,high,nonn,intp,dutch,document,bertscore.f1,0.699223,mwer
597,HW-TSC,medium,nonn,ref,05_i-dodge,document,bertscore.f1,0.627266,sent
598,HW-TSC,high,nonn,ref,07_bucherinsel-west,document,comet-da,-1.2604,sent
599,FBK,high,nat,intp,ted_63920,document,bertscore.f1,0.714061,mwer
600,NAIST,high,nonn,ref,12_fictionalcine,document,comet-da,-0.9866,sent
601,UPV,high,nonn,ref,06_masaze-petr-klic,document,comet-da,-0.2542,sent
602,HW-TSC,low,nonn,intp,21_hat-cap,document,comet-da,-1.3632,mwer
603,FBK,low,nat,ref+mw-intp,ted_45973,document,bertscore.f1,0.762767,sent+mw
604,HW-TSC,low,nonn,ref+mw-intp,austrian,document,bertscore.f1,0.76099,sent+mw
605,CUNI-KIT,low,nonn,intp,romanian,document,comet-da,-0.5937,mwer
606,CUNI-KIT,high,nonn,intp,23_pillowdream,document,bertscore.f1,0.702967,mwer
607,HW-TSC,low,nat,ref,ted_39331,document,bertscore.f1,0.783855,sent
608,NAIST,high,nonn,ref,22_new-design-world,document,comet-da,-1.3076,sent
609,HW-TSC,high,nat,intp,ted_37498,document,bertscore.f1,0.718983,mwer
610,NAIST,medium,nonn,ref,35_f-e-time-travel-agency,document,comet-da,-0.968,sent
611,CUNI-KIT,low,nonn,intp,31_devil-chocolate,document,comet-da,0.0711,mwer
612,NAIST,medium,nonn,ref,22_new-design-world,document,comet-da,-1.2802,sent
